"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","DSC_TIPO_PENAL","ANO","MES","NUM_AUDIENCIAS"
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,2,53
S,AL,,2019,2,15
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,6,3770
N,,PRISAO POR FALTA DE PAGAMENTO DE PENSAO ALIMENTICIA,2022,6,270
N,PB,,2013,6,4
N,,DROGAS PARA O CONSUMO PESSOAL,2019,11,40
N,CE,RECEPTACAO,2019,12,41
N,PA,,2019,3,658
N,PB,,2019,3,340
N,MG,,1978,3,1
N,SP,,1995,11,1
S,PR,,2019,3,27
S,MG,,2019,3,17
N,MG,,1985,10,1
N,SC,,1987,2,1
S,PB,,2019,3,2
N,MT,,2010,7,1
S,TO,,2019,2,1
N,CE,,1976,2,1
S,,,2019,4,160
S,PR,,2019,4,22
N,MT,DESOBEDIENCIA,2019,10,6
S,MA,,2019,4,11
S,MG,,2019,4,24
N,AC,,1990,11,1
N,,RECEPTACAO,2018,11,4
N,TO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,2,1
N,SP,,1999,6,1
N,MA,,1995,6,1
N,MG,,2019,5,528
N,CE,,1996,4,1
S,PR,,2019,5,24
S,,,2019,5,170
S,SC,,2019,5,21
N,PA,,2011,4,1
S,MA,,2019,5,4
N,PB,,2007,2,1
N,MG,,1994,10,1
N,GO,,2003,5,1
N,CE,,2002,7,1
N,PR,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,5,16
N,SP,,1980,12,1
N,,,1987,11,1
N,PR,,1994,9,1
S,SC,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,5,1
N,GO,,2012,12,1
N,,,2007,10,1
S,PB,,2019,6,5
N,SP,,2006,7,1
S,PB,,2016,2,1
N,SP,FURTO QUALIFICADO,2019,11,607
N,MA,,1995,3,1
N,RS,,2007,7,1
N,,,1982,2,1
N,,,1970,10,1
S,RS,,2019,7,52
N,SP,,1981,11,1
N,MG,ROUBO,2019,5,1
S,MA,,2019,7,23
N,MG,,1971,9,1
N,CE,,2012,9,1
N,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,5,1142
N,,,1978,7,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,7,174
S,AL,,2019,7,11
N,CE,,2013,10,1
N,,,1990,12,1
N,AL,,1996,2,1
N,MT,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,7,9
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,3,2814
S,AC,,2019,7,2
N,RO,,2009,4,1
N,RS,RECEPTACAO,,,772
N,MG,FURTO QUALIFICADO,2019,9,32
S,,,2019,8,215
N,PE,,2019,8,127
S,RS,,2019,8,56
N,TO,,2019,8,16
S,PI,,2019,8,18
N,,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,5,624
N,SC,,2014,8,1
S,MT,,2019,8,13
N,TO,,2010,5,1
N,PR,,1978,6,1
N,,VENDER OU EXPOR FOTO VIDEO C SEXO EXPLICITO OU PORNOGRAFICA C CRIANCA ADOLESCENTE,2019,8,1
N,SP,,1980,11,1
N,PR,,1992,10,1
N,,ROUBO AGRAVADO,2019,9,150
N,GO,,2014,12,1
N,SC,,2019,9,132
S,MG,,2019,9,38
N,AM,,2019,9,92
N,RO,,2019,9,88
S,SC,,2019,9,9
N,RS,,1988,6,1
N,GO,,2011,11,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,9,805
N,TO,,2019,9,9
N,MA,ROUBO,2019,9,37
N,MG,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,311
N,SP,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,9,64
N,BA,,1992,1,1
N,SP,DROGAS PARA O CONSUMO PESSOAL,2019,9,8
N,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,8,17
N,SP,ROUBO,2019,8,54
S,AM,,2019,5,1
N,MG,AMEACA,2019,9,40
N,PR,"FINANCIAR - ARTS. 33, CAPUT E  1° , E 34 DESTA LEI",2019,9,8
N,,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,9,151
I,SC,FURTO QUALIFICADO,2019,6,3
I,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,8,11
N,MG,DANO,2019,9,9
N,DF,CAUSAR DANO A UNIDADES DE CONSERVACAO,,,3
N,,RECEPTACAO,2019,9,106
I,DF,RECEPTACAO,,,4
N,,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,9,13
N,,RESISTENCIA,2019,9,11
N,MG,FEMINICIDIO,,,21
N,,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",,,1183
N,,ASSOCIAÇAO CRIMINOSA,2019,9,37
N,MG,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,9,20
I,RS,INCENDIO,2014,9,1
I,RS,AMEACA,,,2
N,RS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,3461
N,DF,DEFRAUDACAO DE PENHOR,,,6
N,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,1520
I,SP,FURTO SIMPLES,2019,8,8
S,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,9,34
N,MG,FURTO SIMPLES,,,384
N,MA,FURTO QUALIFICADO,2019,9,6
S,BA,ROUBO,2019,9,8
S,BA,ROUBO AGRAVADO,2019,9,3
N,MG,ROUBO,2019,9,49
N,AL,LESAO CORPORAL,2019,9,1
N,PR,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,9,13
N,PR,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,5
I,SC,CORRUPCAO ATIVA,2019,6,1
I,RS,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,9,5
N,,DEFRAUDACAO DE PENHOR,2019,7,3
N,,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2019,7,3
I,RS,CODIGO PENAL INJURIA REAL,2019,9,1
I,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,1
N,SP,VIAS DE FATO,2019,9,12
I,,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,4
I,SP,MOEDA FALSA,2019,9,3
N,SP,RECEPTACAO,2019,8,20
N,PB,LESAO CORPORAL,2019,9,8
I,,AMEACA,2019,9,12
I,SP,RECEPTACAO,2019,8,6
I,MT,DESOBEDIENCIA,2019,9,1
N,AM,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,9,11
N,,DESOBEDIENCIA,2019,9,8
N,SP,ESTELIONATO,2019,8,17
N,SC,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",,,67
N,CE,ROUBO AGRAVADO,2019,6,4
I,,HOMICIDIO QUALIFICADO,,,1
S,,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,2019,9,1
S,PE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,368
N,,ROUBO,2019,4,18
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2013,11,1
S,MA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,9,6
S,,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,9,1
I,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,9,20
N,,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,9,22
N,RS,HOMICIDIO QUALIFICADO,2018,1,4
N,PE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",,,106
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,6,79
I,,ESTUPRO DE VULNERAVEL,2019,9,5
N,CE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,9,6
N,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,676
I,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,9,5
I,SP,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",,,2
N,CE,HOMICIDIO SIMPLES,2019,9,8
N,DF,AMEACA,,,989
I,PI,ROUBO,2019,9,4
S,DF,ROUBO,,,7
I,GO,FURTO SIMPLES,2019,9,3
N,GO,DANO,,,63
S,RS,DESENVOLVER CLANDESTINAMENTE ATIVIDADES DE TELECOMUNICAÇAO,2019,9,1
N,RJ,RECEPTACAO,,,392
I,AL,AMEACA,2019,9,1
I,MG,FURTO SIMPLES,2019,9,5
N,,CONTRABANDO,,,105
N,,DESENVOLVER CLANDESTINAMENTE ATIVIDADES DE TELECOMUNICAÇAO,,,25
N,,HOMICIDIO SIMPLES,2019,5,16
N,MG,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,9,15
N,GO,FURTO SIMPLES,2019,9,8
I,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,8,6
I,DF,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,,,3
N,BA,RECEPTACAO,2019,9,12
N,,SEQUESTRO E CARCERE PRIVADO,2019,9,4
I,SP,USO DE DOCUMENTO FALSO,2019,8,1
N,PI,ROUBO,,,27
S,CE,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,9,13
N,SP,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,9,14
N,GO,ROUBO,2019,8,3
N,SP,RECEPTACAO QUALIFICADA,2019,9,30
S,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,9,5
N,PA,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,9,3
S,RJ,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,543
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,1,9
N,SP,DIRIGIR VEICULO SEM CNH,2019,9,9
N,SP,ESTUPRO DE VULNERAVEL,2019,9,8
N,PB,HOMICIDIO QUALIFICADO,2013,12,1
I,MG,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,9,1
N,MA,ARREMESSO OU COLOCACAO PERIGOSA,,,1
N,PI,DROGAS PARA O CONSUMO PESSOAL,,,5
S,RS,FURTO SIMPLES,2019,9,5
N,CE,FALSIFICACAO DE DOCUMENTO PUBLICO,2019,9,1
N,SP,AMEACA,,,747
N,SP,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,9,2
S,PA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,9,3
N,PA,FALSIDADE IDEOLOGICA,2019,9,1
I,AM,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,9,1
N,BA,AMEACA,2019,9,12
N,MA,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,7,1
I,,RECEPTACAO,,,1
I,SP,ABANDONO DE INCAPAZ,2019,9,1
N,SE,FURTO QUALIFICADO,2019,9,1
I,PE,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,1
N,AM,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,2
N,MA,ROUBO AGRAVADO,2010,11,1
I,DF,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",,,3
N,,"SUPRIMIR, ALTERAR QQ SINAL IDENTIFICADOR DE ARMA DE FOGO",2019,9,2
I,RS,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,6,1
N,RO,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,9,8
N,CE,"ADQUIRIR, DISTRIBUIR E REVENDER DERIVADOS DE PETROLEO",2019,9,2
I,SP,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,1
N,MG,LESAO CORPORAL,2019,9,5
I,,ROUBO AGRAVADO,2019,4,1
N,SC,ROUBO AGRAVADO,2019,9,7
S,,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,9,3
I,,CONSTRANGIMENTO ILEGAL,,,1
N,BA,ALICIAR CRIANCA PARA A PRATICA DE ATO LIBIDINOSO,2019,9,2
S,SP,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,9,18
N,AP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,9,5
N,PR,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR RESULTA LESAO CORPORAL GRAVE OU SE VITIMA MENOR COM MAIS DE 14,2019,7,1
I,MG,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,9,1
I,DF,LESAO CORPORAL,,,2
N,MT,AMEACA,2019,9,14
N,SP,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,9,17
I,,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,9,1
N,,HOMICIDIO QUALIFICADO,2018,9,4
S,,PORNOGRAFIA OU SEXO EXPLICITO C CRIANCA OU ADOLESCENTE NA INTERNET,2019,7,1
S,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,126
S,PI,AMEACA,2019,9,2
S,BA,ESTELIONATO,2019,9,1
N,MT,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,1,3
N,SP,SEQUESTRO E CARCERE PRIVADO,2019,9,7
N,,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,17
I,MT,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,2
I,MG,HOMICIDIO SIMPLES,,,1
S,,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,1
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2015,4,2
N,GO,DROGAS PARA O CONSUMO PESSOAL,2019,9,2
N,MG,VIAS DE FATO,2019,9,4
N,GO,ROUBO,2019,4,4
N,PR,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2017,1,1
N,SP,"PRATICA DE ABUSO, MAUS TRATOS CONTRA ANIMAIS",2019,9,4
N,,ASSOCIACAO PARA FINS ART. 12 E 13,,,166
S,MG,DESACATO,2019,9,3
N,RO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,9,9
N,SP,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2019,9,3
N,PI,SEQUESTRO RELAMPAGO,,,1
N,SE,ROUBO AGRAVADO,2019,9,2
I,PE,HOMICIDIO SIMPLES,,,1
N,BA,FURTO SIMPLES,,,14
N,SC,CODIGO PENAL INJURIA REAL,2019,9,2
S,PB,ASSOCIAÇAO CRIMINOSA,2019,9,1
S,PB,USO DE DOCUMENTO FALSO,2019,9,1
N,PR,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,53
N,GO,RESISTENCIA,,,29
N,GO,RECEPTACAO QUALIFICADA,2019,9,3
S,,AMEACA,2019,9,6
S,,DESOBEDIENCIA,2019,9,1
N,PA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",,,13
N,CE,IMPORTUNAÇÃO SEXUAL,2019,9,2
S,RS,LESAO CORPORAL,2019,9,1
S,CE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,9,4
N,MG,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2019,9,1
N,SP,RECEPTACAO,,,568
N,PI,RECEPTACAO,2019,8,1
N,SC,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,9,2
N,SP,CONSTRANGER ALGUEM COM VIOLENCIA OU AMEACA,2019,9,1
I,SE,DANO,2019,9,1
N,RS,COMERCIO ILEGAL DE ARMA DE FOGO,2019,9,1
S,AM,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,7,2
N,CE,ROUBO,2019,9,34
N,MG,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,93
N,AP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,8,1
I,RS,RECEPTACAO,2019,9,1
S,GO,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,9,1
N,SP,"CP, ART 334: CONTRABANDO OU DESCAMINHO",2019,9,1
N,,AMEACA,2019,7,36
N,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,7,25
N,SP,EXTORSAO MEDIANTE SEQUESTRO,2019,9,5
N,GO,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,,,10
N,RS,CONCEDER EMPRESTIMO/AUXILIOS EM DESACORDO COM A LEI,2019,9,1
N,BA,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,9,2
N,SC,FURTO SIMPLES,2019,6,2
I,SP,COMERCIO ILEGAL DE ARMA DE FOGO,2019,9,1
N,PB,FURTO QUALIFICADO,,,58
S,,HOMICIDIO SIMPLES,2019,9,2
S,AP,HOMICIDIO QUALIFICADO,2019,9,1
N,SP,FURTO QUALIFICADO,2019,10,629
N,SP,FURTO SIMPLES,2019,10,386
N,SC,RECEPTACAO,2019,7,3
S,PE,DANO QUALIFICADO,,,3
N,AP,"POSSE, EMPREGO ARTEFATO EXPLOSIVO DESAUTORIZADO",2019,9,1
N,CE,DESOBEDIENCIA,2019,9,4
N,PR,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,193
N,BA,ESTELIONATO,2019,5,2
N,AM,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,7,7
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,1219
N,,VIAS DE FATO,2019,10,33
N,PE,ASSOCIAÇAO CRIMINOSA,,,80
S,,FALSIDADE IDEOLOGICA,2019,9,1
N,AM,FURTO QUALIFICADO,2019,7,2
N,,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",,,595
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2018,5,9
N,PR,AMEACA,2019,1,5
N,SP,RECEPTACAO QUALIFICADA,,,66
N,PE,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,9,3
N,MT,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,9,6
N,BA,CORRUPCAO ATIVA,,,3
N,,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,,,2673
N,PA,INCENDIO,2019,9,4
N,CE,PORTE ILEGAL DE ARMA BRANCA,2014,2,1
N,PI,ROUBO,2019,10,36
N,RO,ROUBO,2019,8,2
N,SC,CORRUPCAO ATIVA,2019,9,1
N,GO,ROUBO AGRAVADO,2019,9,8
N,GO,AMEACA,2019,10,57
N,GO,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,3
N,SP,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,7,3
N,,DIRIGIR VEICULO SEM CNH,,,497
S,MA,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2019,9,1
N,,DANO QUALIFICADO,2019,10,54
S,SP,USO DE DOCUMENTO FALSO,2019,9,1
N,PR,IMPORTUNAÇÃO SEXUAL,,,16
S,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,430
N,,DESVIAR/APLICAR RENDAS/VERBAS PUBLICAS,,,2
N,,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,1506
N,,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,2019,10,2
N,,,2019,10,1
N,CE,FALSA IDENTIDADE,2019,9,2
N,GO,INJURIA,2019,9,3
N,SP,DIRIGIR VEICULO SEM CNH,2019,10,30
S,PE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,5
S,PE,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",,,85
N,MG,INCENDIO,2019,9,1
N,,DANO,,,1062
N,AC,ROUBO AGRAVADO,2019,9,1
N,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,5,1
N,RS,ROUBO,2019,8,8
S,AM,HOMICIDIO QUALIFICADO,2019,9,1
N,SC,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,9,2
N,SP,RECEPTACAO,2019,5,19
N,CE,HOMICIDIO QUALIFICADO,2019,9,9
N,SP,MAUS TRATOS,2019,9,2
N,GO,RESISTENCIA,2019,9,2
N,GO,ASSOCIAÇAO CRIMINOSA,2019,9,4
N,SP,RECEPTACAO QUALIFICADA,2019,7,10
N,,FURTO SIMPLES,2019,2,7
N,PR,"OCULTAR/DISSIMULAR NATUREZA, ORIGEM BENS/DIREITOS/VALORES",,,2
N,MG,EXTORSAO,2019,9,1
N,MG,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR RESULTA LESAO CORPORAL GRAVE OU SE VITIMA MENOR COM MAIS DE 14,2019,9,1
N,RO,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,18
N,SC,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,8,7
N,PA,MOEDA FALSA,2019,9,1
S,GO,DESACATO,,,19
N,BA,FURTO SIMPLES,2019,4,1
N,TO,SUBMETER A CRIANCA/ADOLESCENTE A PROSTITUICAO,2019,3,2
N,SP,DESENVOLVER CLANDESTINAMENTE ATIVIDADES DE TELECOMUNICAÇAO,2019,9,1
N,AL,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,6,2
N,AL,RECEPTACAO,2019,6,2
N,AL,FURTO SIMPLES,2019,9,1
N,,ABANDONO MATERIAL,2019,10,5
N,BA,FRAUDE NA ENTREGA DE COISA,2019,9,1
N,PI,HOMICIDIO QUALIFICADO,2019,10,11
N,SP,USO DE DOCUMENTO FALSO,2019,5,6
N,,RUFIANISMO,2019,9,2
N,CE,"POSSE, EMPREGO ARTEFATO EXPLOSIVO DESAUTORIZADO",2019,9,3
N,CE,FEMINICIDIO,,,8
N,,DESOBEDIENCIA,,,555
S,PE,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",,,3
N,RS,DROGAS PARA O CONSUMO PESSOAL,,,91
S,PE,EXTORSAO,,,2
N,MA,HOMICIDIO SIMPLES,2019,9,4
N,,ESTUPRO DE VULNERAVEL,2019,7,17
N,MG,FURTO QUALIFICADO,2019,7,1
N,PR,ESTELIONATO,2017,12,1
N,CE,MILICIA PRIVADA,2019,9,2
N,,USO DE DOCUMENTO FALSO,2019,10,64
N,BA,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,4,1
N,,FORNECER FOGOS ARTIFICIO A CRIANCA/ADOLESCENTE,2019,9,2
S,PA,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,1
N,RS,MATAR ESPECIMES DA FAUNA,2019,9,2
N,GO,FORNECER FOGOS ARTIFICIO A CRIANCA/ADOLESCENTE,2019,9,1
S,CE,CONSTRANGIMENTO ILEGAL,2019,9,1
N,,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,8,17
N,TO,FURTO QUALIFICADO,2019,3,3
S,AM,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,9,3
N,MG,CONTRABANDO,2019,3,1
N,RS,EXTORSAO,,,95
N,PI,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2019,9,1
N,GO,DROGAS PARA O CONSUMO PESSOAL,2019,4,1
N,AC,VIAS DE FATO,2019,9,3
N,,HOMICIDIO QUALIFICADO,2005,9,1
